Name,id,Start-End,Games,FGm,FGa,FG3m,FG3a,mins,FTm,FTa,Reb,Ast,Stl,Blk,Tov,PF,Pts,FG%,FT%,FG3%,MVPs,All-Stars
Ramon Rivas,77969,1988-89,28,12,31,0,1,91,16,25,24,3,4,1,9,21,40,0.387096774,0.64,0,0,0
Austin Rivers,203085,2012-23,895,2753,6602,987,2867,21294,936,1445,1838,1916,619,151,901,1896,7429,0.41699485,0.647750865,0.344262295,0,0
David Rivers,77970,1988-92,114,139,349,1,12,1286,104,131,147,282,61,10,166,117,383,0.398280802,0.79389313,0.083333333,0,0
Lee Robbins,77972,1947-49,47,81,285,0,0,0,62,110,0,19,0,0,0,117,224,0.284210526,0.563636364,0,0,0
Andre Roberson,203460,2013-21,307,573,1211,112,443,6801,124,265,1230,265,268,199,185,658,1382,0.473162675,0.467924528,0.25282167,0,0
Anthony Roberson,101194,2005-09,94,146,375,78,227,867,14,15,71,55,33,2,32,69,384,0.389333333,0.933333333,0.343612335,0,0
Rick Roberson,77973,1969-76,423,1483,3369,0,0,10356,860,1470,3522,591,90,80,0,1308,3826,0.440189967,0.585034014,0,0,0
Terrance Roberson,2121,2000-01,3,0,2,0,1,12,0,0,1,1,0,0,2,3,0,0,0,0,0,0
Anthony Roberts,77975,1977-84,213,679,1650,0,1,3867,300,429,837,265,89,13,256,501,1658,0.411515152,0.699300699,0,0,0
Bill Roberts,77979,1948-50,167,255,756,0,0,0,116,165,0,106,0,0,0,316,626,0.337301587,0.703030303,0,0,0
Brian Roberts,203148,2012-17,365,827,1996,232,652,5677,378,417,463,775,142,21,295,403,2264,0.414328657,0.90647482,0.355828221,0,0
Fred Roberts,122,1983-97,892,2465,4914,52,158,15881,1547,1936,2494,1064,440,275,1058,1713,6529,0.501628002,0.799070248,0.329113924,0,0
Joe Roberts,77977,1960-63,181,446,1166,0,0,2908,226,349,936,109,0,0,0,421,1118,0.382504288,0.64756447,0,0,0
Lawrence Roberts,101160,2005-07,87,114,252,0,4,1150,106,154,310,35,44,15,41,163,334,0.452380952,0.688311688,0,0,0
Marv Roberts,77978,1976-77,28,27,76,0,0,209,4,6,25,19,4,2,0,34,58,0.355263158,0.666666667,0,0,0
Stanley Roberts,914,1991-00,300,1059,2124,0,2,5869,437,850,1549,189,110,385,370,1060,2555,0.498587571,0.514117647,0,0,0
Ryan Robertson,1926,1999-00,1,2,6,0,2,25,1,1,0,0,0,0,0,0,5,0.333333333,1,0,0,0
Tony Robertson,77983,1977-79,75,183,421,0,0,1003,43,62,80,107,82,5,96,143,409,0.434679335,0.693548387,0,0,0
Rick Robey,77984,1978-86,572,1820,3666,1,8,10587,900,1341,2814,743,268,105,935,1445,4541,0.496453901,0.67114094,0.125,0,0
Bernard Robinson,2774,2004-07,159,231,570,5,33,2188,170,214,363,145,126,18,126,247,637,0.405263158,0.794392523,0.151515152,0,0
Chris Robinson,997,1996-98,111,199,530,82,221,1508,32,58,163,143,66,17,100,185,512,0.375471698,0.551724138,0.371040724,0,0
Cliff T. Robinson,77986,1979-92,697,5011,10739,7,40,21459,2052,2846,5846,1369,743,544,1720,2092,12081,0.466617003,0.721011947,0.175,0,0
Devin Robinson,1628421,2017-19,8,20,35,0,2,108,9,14,25,6,5,6,2,13,49,0.571428571,0.642857143,0,0,0
Duncan Robinson,1629130,2018-24,349,1338,3088,1012,2543,9228,293,336,946,601,185,69,338,826,3981,0.433290155,0.87202381,0.397955171,0,0
Eddie Robinson,1944,1999-04,278,852,1681,8,32,5345,226,306,764,252,216,91,215,345,1938,0.506841166,0.738562092,0.25,0,0
Jackie Robinson,77989,1978-82,22,31,67,0,1,185,21,30,27,13,8,4,14,18,83,0.462686567,0.7,0,0,0
Jamal Robinson,1554,2000-01,6,3,22,0,2,72,0,0,11,2,6,0,3,7,6,0.136363636,0,0,0,0
James Robinson,381,1993-01,412,1117,2847,421,1225,7443,410,615,722,771,227,79,548,708,3065,0.392342817,0.666666667,0.343673469,0,0
Jerome Robinson,1629010,2018-24,198,313,858,129,422,2665,109,154,343,223,80,46,132,306,864,0.364801865,0.707792208,0.305687204,0,0
Justin Robinson,1629620,2019-22,68,68,219,43,141,745,11,21,54,80,21,3,39,66,190,0.310502283,0.523809524,0.304964539,0,0
Larry Robinson,1683,1990-02,159,282,732,94,251,2260,80,117,305,153,100,7,118,202,738,0.385245902,0.683760684,0.374501992,0,0
Mitchell Robinson,1629011,2018-24,320,1092,1558,0,0,7830,365,705,2538,199,290,602,224,907,2549,0.700898588,0.517730496,0,0,0
Nate Robinson,101126,2005-16,775,2911,6935,994,2790,16598,1197,1514,1696,2197,641,54,1047,1789,8013,0.419754867,0.790620872,0.356272401,0,0
Oliver Robinson,77994,1982-83,35,35,97,1,11,147,30,45,17,21,4,2,13,18,101,0.360824742,0.666666667,0.090909091,0,0
Orlando Robinson,1631115,2022-24,67,83,161,8,21,729,41,56,210,59,19,20,34,88,215,0.51552795,0.732142857,0.380952381,0,0
Rumeal Robinson,716,1990-97,421,1135,2661,138,402,6988,445,729,685,1315,343,59,666,707,2853,0.426531379,0.61042524,0.343283582,0,0
Thomas Robinson,203080,2012-17,437,904,1942,0,9,6058,361,706,2125,269,234,157,466,774,2169,0.465499485,0.511331445,0,0,0
Wayne Robinson,77996,1980-81,81,234,509,0,6,1592,175,240,294,112,46,24,149,186,643,0.459724951,0.729166667,0,0,0
Glenn Robinson III,203922,2014-21,401,1003,2167,275,734,7347,323,409,1085,345,209,75,221,396,2604,0.462851869,0.789731051,0.374659401,0,0
Jeremiah Robinson-Earl,1630526,2021-24,131,289,667,108,315,2235,87,112,530,113,63,30,74,170,773,0.433283358,0.776785714,0.342857143,0,0
Bill Robinzine,77997,1975-82,607,2577,5359,3,14,13448,1387,1842,3742,678,638,93,956,2238,6544,0.480873297,0.752985885,0.214285714,0,0
Dave Robisch,77998,1976-84,701,2236,4976,0,4,14289,1360,1677,3529,1094,299,258,581,1256,5832,0.449356913,0.810971974,0,0,0
Isaiah Roby,1629676,2019-23,151,440,908,94,268,2858,185,274,667,216,106,78,188,325,1159,0.484581498,0.675182482,0.350746269,0,0
John Roche,78000,1975-82,162,507,1084,81,208,3450,263,321,178,640,114,22,240,230,1358,0.467712177,0.819314642,0.389423077,0,0
Gene Rock,78001,1947-48,11,4,18,0,0,0,2,4,0,0,0,0,0,8,10,0.222222222,0.5,0,0,0
Jack Rocker,78002,1947-48,9,8,22,0,0,0,1,1,0,3,0,0,0,2,17,0.363636364,1,0,0,0
David Roddy,1631223,2022-24,200,510,1238,161,540,3613,135,201,615,219,83,41,171,251,1316,0.411954766,0.671641791,0.298148148,0,0
Sergio Rodriguez,200771,2006-17,419,843,2002,234,691,6328,261,354,614,1395,262,18,605,525,2181,0.421078921,0.737288136,0.338639653,0,0
Lou Roe,691,1995-97,66,46,138,5,20,479,33,51,92,21,13,9,28,52,130,0.333333333,0.647058824,0.25,0,0
Carlos Rogers,435,1994-02,319,935,1749,32,126,6033,406,722,1339,200,138,243,311,550,2308,0.534591195,0.56232687,0.253968254,0,0
Johnny Rogers,78007,1986-88,69,116,246,0,7,636,19,28,104,29,13,11,30,89,251,0.471544715,0.678571429,0,0,0
Marshall Rogers,78008,1976-77,26,43,116,0,0,176,14,15,11,10,8,3,0,33,100,0.370689655,0.933333333,0,0,0
Rodney Rogers,915,1993-05,1001,4136,9200,826,2389,25114,1731,2483,4475,1920,975,500,1825,3076,10829,0.449565217,0.697140556,0.34575136,0,0
Roy Rogers,964,1996-00,152,297,621,1,2,2418,77,147,500,59,29,217,106,286,672,0.47826087,0.523809524,0.5,0,0
Al Roges,78010,1953-55,84,243,675,0,0,2138,145,203,237,179,0,0,0,197,631,0.36,0.714285714,0,0,0
Ken Rohloff,78011,1963-64,2,0,1,0,0,7,0,0,0,1,0,0,0,4,0,0,0,0,0,0
Kenny Rollins,78012,1948-53,168,326,1056,0,0,426,165,220,45,344,0,0,0,342,817,0.308712121,0.75,0,0,0
Phil Rollins,78013,1958-61,176,350,910,0,0,2742,198,305,395,458,0,0,0,320,898,0.384615385,0.649180328,0,0,0
Ryan Rollins,1631157,2022-24,38,35,74,9,17,218,32,40,38,34,21,7,32,26,111,0.472972973,0.8,0.529411765,0,0
Tree Rollins,78014,1977-95,1156,2592,4963,0,7,24028,1065,1522,6750,660,512,2542,1057,3377,6249,0.522264759,0.699737188,0,0,0
Lorenzo Romar,78015,1980-85,368,884,1920,23,126,6261,344,462,478,1227,303,37,418,477,2135,0.460416667,0.744588745,0.182539683,0,0
Sean Rooks,399,1992-04,869,1908,4161,3,30,15266,1422,2034,3229,707,292,551,906,1887,5241,0.458543619,0.699115044,0.1,0,0
Jalen Rose,147,1994-07,1144,6188,14040,963,2722,35563,3486,4341,4043,4392,888,395,2626,2999,16825,0.440740741,0.803040774,0.353783982,0,0
Malik Rose,990,1996-09,927,2035,4676,15,96,15347,1582,2129,3808,779,543,312,1197,2176,5667,0.435201027,0.743071865,0.15625,0,0
Robert Rose,78016,1988-89,2,0,1,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Alexander Rosenberg,78017,1946-47,51,60,287,0,0,0,30,49,0,27,0,0,0,64,150,0.209059233,0.612244898,0,0,0
Lennie Rosenbluth,78018,1957-59,82,134,410,0,0,578,74,113,145,29,0,0,0,59,342,0.326829268,0.654867257,0,0,0
Hank Rosenstein,78019,1946-47,120,238,780,0,0,0,288,450,0,72,0,0,0,344,764,0.305128205,0.64,0,0,0
Dick Rosenthal,78020,1954-57,85,218,602,0,0,1594,139,198,352,170,0,0,0,201,575,0.362126246,0.702020202,0,0,0
Quinton Ross,2624,2004-11,510,804,1935,53,175,9015,294,416,996,443,276,135,228,923,1955,0.415503876,0.706730769,0.302857143,0,0
Terrence Ross,203082,2012-23,874,3466,8243,1566,4322,21242,929,1112,2421,1119,709,274,811,1470,9427,0.420477981,0.835431655,0.362332254,0,0
Doug Roth,78021,1989-90,42,37,86,0,1,412,7,14,120,20,8,13,16,70,81,0.430232558,0.5,0,0,0
Scott Roth,78022,1987-90,223,307,828,26,95,2334,292,405,268,241,111,16,176,319,932,0.370772947,0.720987654,0.273684211,0,0
Irv Rothenberg,78023,1946-49,180,343,1262,0,0,0,316,528,0,97,0,0,0,466,1002,0.271790808,0.598484848,0,0,0
Mickey Rottner,78024,1946-48,100,243,839,0,0,0,54,113,0,139,0,0,0,158,540,0.289630513,0.477876106,0,0,0
Giff Roux,78026,1946-49,196,268,972,0,0,0,168,316,0,69,0,0,0,215,704,0.275720165,0.53164557,0,0,0
Ron Rowan,78027,1986-87,7,4,9,1,1,16,3,4,1,1,4,0,3,1,12,0.444444444,0.75,1,0,0
Jim Rowinski,78029,1988-90,32,16,40,0,0,142,32,38,39,5,1,2,10,19,64,0.4,0.842105263,0,0,0
Derrick Rowland,78030,1985-86,2,1,3,0,0,9,1,2,1,1,0,0,0,1,3,0.333333333,0.5,0,0,0
Brian Rowsom,78031,1987-90,82,158,347,2,3,1092,139,170,273,47,29,23,44,130,457,0.455331412,0.817647059,0.666666667,0,0
Donald Royal,140,1989-98,597,1051,2251,0,16,9630,1356,1752,1626,542,277,111,600,1003,3458,0.466903598,0.773972603,0,0,0
Bob Royer,78033,1949-50,42,78,231,0,0,0,41,58,0,85,0,0,0,72,197,0.337662338,0.706896552,0,0,0
Clifford Rozier,32,1994-98,215,429,879,2,13,3717,156,330,1131,129,102,157,191,532,1016,0.488054608,0.472727273,0.153846154,0,0
Terry Rozier,1626179,2015-24,662,3557,8409,1414,3857,18740,1250,1502,2619,2512,640,171,925,1001,9778,0.422999168,0.832223702,0.366606171,0,0
Ricky Rubio,201937,2011-23,698,2468,6364,637,1969,20694,1997,2370,2830,5160,1226,94,1768,1738,7570,0.387806411,0.842616034,0.323514474,0,0
Guy Rucker,2462,2002-03,3,0,0,0,0,3,0,0,1,1,0,0,0,1,0,NA,0,0,0,0
Delaney Rudd,78035,1989-93,239,317,768,45,175,2357,137,180,184,519,74,4,250,244,816,0.412760417,0.761111111,0.257142857,0,0
John Rudd,78036,1978-79,58,59,133,0,0,723,66,93,167,35,17,8,59,95,184,0.443609023,0.709677419,0,0,0
Damjan Rudez,204014,2014-17,146,175,413,106,284,1638,24,31,92,84,31,7,69,143,480,0.423728814,0.774193548,0.373239437,0,0
John Rudometkin,78037,1962-65,154,366,941,0,0,2020,228,311,511,88,0,0,0,252,960,0.388947928,0.733118971,0,0,0
Michael Ruffin,1913,1999-09,414,258,634,0,3,5966,200,436,1632,250,199,193,273,942,716,0.406940063,0.458715596,0,0,0
Trevor Ruffin,460,1994-96,110,347,845,142,383,1870,175,220,155,317,57,4,196,184,1011,0.410650888,0.795454545,0.37075718,0,0
Paul Ruffner,78039,1970-75,52,48,109,0,0,214,13,26,49,9,4,4,0,42,109,0.440366972,0.5,0,0,0
Joe Ruklick,78040,1959-62,114,176,481,0,0,909,46,75,286,48,0,0,0,164,398,0.365904366,0.613333333,0,0,0
Jerry Rullo,78043,1946-50,95,108,370,0,0,0,55,93,0,70,0,0,0,135,271,0.291891892,0.591397849,0,0,0
Rayan Rupert,1641712,2023-24,39,54,161,28,78,633,19,25,92,62,12,3,31,56,155,0.335403727,0.76,0.358974359,0,0
Stefano Rusconi,474,1995-96,7,3,9,0,0,30,2,5,6,3,0,2,3,10,8,0.333333333,0.4,0,0,0
Brandon Rush,201575,2008-17,481,1220,2861,522,1300,10564,288,408,1413,468,222,262,400,620,3250,0.426424327,0.705882353,0.401538462,0,0
Kareem Rush,2416,2002-10,394,1033,2595,339,942,6926,210,294,661,421,170,81,345,533,2615,0.398073218,0.714285714,0.359872611,0,0
Bryon Russell,935,1993-06,841,2274,5272,685,1856,19809,1430,1906,2914,1085,874,203,835,1984,6663,0.431335357,0.750262329,0.369073276,0,0
Frank Russell,78046,1972-73,23,29,77,0,0,131,16,18,17,15,0,0,0,12,74,0.376623377,0.888888889,0,0,0
Walker Russell,78048,1982-88,155,179,456,6,38,1767,100,125,187,350,57,10,201,195,464,0.39254386,0.8,0.157894737,0,0
Walker Russell,201041,2011-12,28,33,95,4,13,357,14,22,26,58,18,1,33,29,84,0.347368421,0.636363636,0.307692308,0,0
Matt Ryan,1630346,2021-24,97,130,334,106,264,1015,33,38,92,50,17,3,33,86,399,0.389221557,0.868421053,0.401515152,0,0
Arvydas Sabonis,717,1995-03,470,2082,4160,136,415,11374,1329,1690,3436,964,370,494,837,1290,5629,0.500480769,0.786390533,0.327710843,0,0
Robert Sacre,203135,2012-16,189,318,729,0,1,2745,151,225,593,126,56,110,102,336,787,0.436213992,0.671111111,0,0,0
Ed Sadowski,78050,1946-50,351,1904,5418,0,0,0,1520,2174,0,598,0,0,0,1331,5328,0.351421189,0.699172033,0,0,0
Kenny Sailors,78051,1946-51,320,1462,4502,0,0,0,1080,1521,120,840,0,0,0,1178,4004,0.324744558,0.710059172,0,0,0
John Salley,927,1986-00,790,1934,3837,3,14,17197,1542,2161,3496,970,470,1010,1004,2509,5413,0.504039614,0.713558538,0.214285714,0,0
John Salmons,2422,2002-15,1133,4110,9476,1033,2760,31182,2133,2646,3369,2802,985,308,1527,2139,11386,0.433727311,0.806122449,0.374275362,0,0
Kevin Salvadori,1089,1996-98,39,13,46,0,0,242,16,24,45,13,2,24,17,29,42,0.282608696,0.666666667,0,0,0
Soumaila Samake,2066,2000-03,47,28,72,0,0,300,12,26,76,5,2,19,6,36,68,0.388888889,0.461538462,0,0,0
Luka Samanic,1629677,2019-24,86,138,336,36,146,921,72,102,210,55,19,19,60,98,384,0.410714286,0.705882353,0.246575342,0,0
Cheikh Samb,200798,2007-09,40,15,68,0,6,197,7,16,55,2,7,22,7,22,37,0.220588235,0.4375,0,0,0
Brandon Sampson,1629102,2018-19,14,28,60,11,29,214,4,6,16,10,8,3,12,19,71,0.466666667,0.666666667,0.379310345,0,0
JaKarr Sampson,203960,2014-21,309,623,1343,74,305,4709,287,431,818,207,114,143,258,591,1607,0.463886821,0.665893271,0.242622951,0,0
Jamal Sampson,2441,2002-07,72,53,108,0,1,631,36,67,242,26,9,32,33,91,142,0.490740741,0.537313433,0,0,0
Samardo Samuels,202396,2010-13,109,237,532,0,4,1722,164,251,366,45,38,41,115,231,638,0.445488722,0.653386454,0,0,0
Jermaine Samuels Jr.,1631257,2023-24,14,9,14,0,2,60,2,2,13,3,1,2,0,5,20,0.642857143,1,0,0,0
Pepe Sanchez,2143,2000-03,67,18,61,0,2,333,4,4,36,90,27,2,14,45,40,0.295081967,1,0,0,0
Frankie Sanders,78057,1978-81,115,244,569,0,3,1144,128,158,241,121,58,13,131,158,616,0.428822496,0.810126582,0,0,0
Jeff Sanders,1874,1989-93,55,49,124,0,0,462,14,23,103,25,18,9,32,64,112,0.39516129,0.608695652,0,0,0
Larry Sanders,202336,2010-17,238,669,1395,0,5,4635,182,329,1345,174,152,429,224,666,1520,0.479569892,0.553191489,0,0,0
Melvin Sanders,2684,2005-06,16,16,33,2,3,113,7,10,23,3,5,0,8,20,41,0.484848485,0.7,0.666666667,0,0
Mike Sanders,78059,1982-93,738,2412,4963,20,90,13907,904,1175,2132,989,519,225,803,1889,5748,0.485996373,0.769361702,0.222222222,0,0
Thomas Sanders,78060,1960-73,916,3416,7988,0,0,22164,1934,2520,5798,1026,0,0,0,3044,8766,0.427641462,0.767460317,0,0,0
Adama Sanogo,1641766,2023-24,9,14,27,0,0,66,8,12,36,0,1,0,5,5,36,0.518518519,0.666666667,0,0,0
Daniel Santiago,2091,2000-05,122,153,326,0,0,1416,111,162,260,38,39,47,85,231,417,0.469325153,0.685185185,0,0,0
Bob Santini,78061,1955-56,4,5,10,0,0,23,1,2,3,1,0,0,0,4,11,0.5,0.5,0,0,0
Gui Santos,1630611,2023-24,23,28,55,10,27,192,16,17,49,14,4,2,7,23,82,0.509090909,0.941176471,0.37037037,0,0
Wayne Sappleton,78062,1984-85,33,41,87,0,0,298,14,34,75,7,7,4,21,50,96,0.471264368,0.411764706,0,0,0
Dario Saric,203967,2016-24,615,2236,5031,794,2183,13697,1011,1199,3240,1118,336,112,858,1247,6277,0.444444444,0.843202669,0.363719652,0,0
Olivier Sarr,1630846,2021-24,46,84,150,16,43,633,39,51,160,25,7,27,29,87,223,0.56,0.764705882,0.372093023,0,0
Jason Sasser,987,1996-99,22,23,57,2,6,174,1,2,23,6,8,0,6,26,49,0.403508772,0.5,0.333333333,0,0
Jeryl Sasser,2219,2001-03,82,67,221,13,44,1058,57,83,191,67,48,12,41,94,204,0.303167421,0.686746988,0.295454545,0,0
Marcus Sasser,1631204,2023-24,71,219,512,90,240,1351,58,66,125,236,44,12,90,103,586,0.427734375,0.878787879,0.375,0,0
Tomas Satoransky,203107,2016-22,443,1069,2323,248,723,9523,488,597,1243,1770,338,65,559,729,2874,0.460180801,0.817420436,0.343015214,0,0
Kenny Satterfield,2261,2001-03,114,183,565,17,83,1558,70,96,138,244,71,5,139,115,453,0.323893805,0.729166667,0.204819277,0,0
Frank Saul,78063,1949-55,384,781,2170,0,0,6219,590,798,683,596,0,0,0,687,2152,0.359907834,0.739348371,0,0,0
Fred Saunders,78065,1974-78,266,586,1333,0,0,3542,159,231,735,270,114,51,84,577,1331,0.439609902,0.688311688,0,0,0
Don Savage,78066,1951-57,17,15,62,0,0,173,24,35,31,14,0,0,0,29,54,0.241935484,0.685714286,0,0,0
Predrag Savovic,2453,2002-03,27,29,93,4,26,256,21,29,25,22,14,1,21,33,83,0.311827957,0.724137931,0.153846154,0,0
Alan Sawyer,78067,1950-51,33,87,215,0,0,0,43,54,125,25,0,0,0,75,217,0.404651163,0.796296296,0,0,0
Brian Scalabrine,2243,2001-12,520,590,1512,180,523,6772,234,299,1034,436,157,121,341,819,1594,0.39021164,0.782608696,0.34416826,0,0
Alex Scales,2637,2005-06,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
Dewayne Scales,78068,1980-84,49,98,235,1,6,521,27,43,140,10,14,5,34,58,224,0.417021277,0.627906977,0.166666667,0,0
Frank Schade,78069,1972-73,9,2,7,0,0,76,6,6,6,10,0,0,0,12,10,0.285714286,1,0,0,0
Ben Schadler,78070,1947-48,37,23,116,0,0,0,10,13,0,6,0,0,0,40,56,0.198275862,0.769230769,0,0,0
Herm Schaefer,78071,1948-50,123,336,886,0,0,0,260,314,0,388,0,0,0,225,932,0.379232506,0.828025478,0,0,0
Bob Schafer,78072,1955-56,54,81,270,0,0,578,62,81,71,53,0,0,0,75,224,0.3,0.765432099,0,0,0
Jordan Schakel,1630648,2021-23,6,2,13,2,7,36,2,2,8,1,2,0,1,1,8,0.153846154,1,0.285714286,0,0
Ben Scharnus,78073,1946-49,52,33,166,0,0,0,37,60,0,19,0,0,0,83,103,0.198795181,0.616666667,0,0,0
Marv Schatzman,78074,1949-50,34,43,174,0,0,0,29,50,0,38,0,0,0,49,115,0.247126437,0.58,0,0,0
Dan Schayes,7,1981-99,1256,3364,7061,4,31,24623,3045,3788,6385,1517,624,948,1848,3864,9777,0.476419771,0.803854277,0.129032258,0,0
Ossie Schectman,78078,1946-47,54,162,588,0,0,0,111,179,0,109,0,0,0,115,435,0.275510204,0.620111732,0,0,0
Steve Scheffler,88,1990-97,185,127,226,1,5,978,97,128,194,26,33,9,35,141,352,0.561946903,0.7578125,0.2,0,0
Tom Scheffler,78080,1984-85,39,21,51,0,0,268,10,20,76,11,8,11,15,48,52,0.411764706,0.5,0,0,0
Dave Schellhase,78081,1966-68,73,87,249,0,0,513,34,60,76,60,0,0,0,70,208,0.34939759,0.566666667,0,0,0
Luke Schenscher,101195,2005-07,31,23,49,0,0,267,9,20,54,8,3,7,9,46,55,0.469387755,0.45,0,0,0
Herb Scherer,78082,1950-52,32,43,149,0,0,167,29,49,76,23,0,0,0,81,115,0.288590604,0.591836735,0,0,0
Dwayne Schintzius,368,1990-99,217,256,633,1,8,1949,74,116,536,93,30,117,119,321,587,0.404423381,0.637931034,0.125,0,0
Dale Schlueter,78084,1968-78,586,1176,2366,0,0,9624,778,1147,3034,920,67,91,15,1367,3130,0.49704142,0.678291194,0,0,0
Otto Schnellbacher,78085,1948-49,86,186,560,0,0,0,178,266,0,128,0,0,0,218,550,0.332142857,0.669172932,0,0,0
Dick Schnittker,78086,1950-58,364,928,2464,0,0,6744,1172,1418,1372,480,0,0,0,1008,3028,0.376623377,0.82651622,0,0,0
Russ Schoene,78087,1982-89,367,828,1863,63,189,4770,248,332,990,234,146,94,309,765,1967,0.444444444,0.746987952,0.333333333,0,0
Admiral Schofield,1629678,2019-24,131,154,369,75,230,1372,43,55,215,78,21,14,49,178,426,0.417344173,0.781818182,0.326086957,0,0
Dave Scholz,78088,1969-70,1,1,1,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0
Milt Schoon,78089,1946-50,103,193,565,0,0,0,230,380,0,96,0,0,0,265,616,0.34159292,0.605263158,0,0,0
Dennis Schroder,203471,2013-24,912,4675,10775,1157,3347,25243,2240,2676,2692,4477,744,134,2040,1890,12747,0.43387471,0.837070254,0.345682701,0,0
Howie Schultz,78091,1949-53,240,471,1747,0,0,1775,525,745,326,469,0,0,0,758,1467,0.269605037,0.704697987,0,0,0
Dick Schulz,78092,1946-50,312,584,2267,0,0,0,536,747,0,325,0,0,0,681,1704,0.257609175,0.717536814,0,0,0
John Schweitz,78093,1984-87,22,25,75,0,4,117,7,10,22,18,0,1,16,14,57,0.333333333,0.7,0,0,0
Luis Scola,2449,2007-17,743,3669,7442,92,271,19001,1452,1961,4941,1194,474,224,1121,2037,8882,0.493012631,0.740438552,0.339483395,0,0
Freddie Scolari,78094,1946-55,534,2132,6651,0,0,6573,1750,2139,857,1406,0,0,0,1482,6014,0.3205533,0.818139317,0,0,0
Alvin Scott,78095,1977-85,627,1171,2436,4,20,10853,742,1012,1992,847,404,371,617,1034,3088,0.480706076,0.733201581,0.2,0,0
Brent Scott,1064,1996-97,16,8,17,0,0,54,3,6,9,3,1,1,4,14,19,0.470588235,0.5,0,0,0
Byron Scott,2,1983-97,1073,5918,12268,775,2093,30152,2486,2985,2987,2729,1224,276,1597,2051,15097,0.482393218,0.832830821,0.370281892,0,0
Dennis Scott,192,1990-00,746,3378,8152,1376,3499,21011,1084,1367,2079,1489,593,239,891,1476,9216,0.41437684,0.792977323,0.393255216,0,0
James Scott,1109,1996-97,8,0,8,0,4,32,1,2,6,3,2,0,2,5,1,0,0.5,0,0,0
Mike Scott,203118,2012-21,634,1602,3588,595,1617,10579,396,527,2003,565,209,87,401,978,4195,0.446488294,0.75142315,0.367965368,0,0
Ray Scott,78100,1961-70,756,4364,10785,0,0,23785,2628,3659,7914,1778,0,0,0,2250,11356,0.404636069,0.718229024,0,0,0
Shawnelle Scott,1035,1996-02,105,78,168,0,0,627,33,71,228,20,14,23,36,123,189,0.464285714,0.464788732,0,0,0
Trevon Scott,1630286,2021-22,2,3,6,0,1,11,0,0,2,0,1,1,0,2,6,0.5,0,0,0,0
Jay Scrubb,1630206,2020-23,24,37,89,10,32,235,13,17,36,10,10,3,17,16,97,0.415730337,0.764705882,0.3125,0,0
Carey Scurry,78102,1985-88,213,375,784,11,41,2831,226,338,608,242,231,166,238,457,987,0.478316327,0.668639053,0.268292683,0,0
Dereon Seabron,1631220,2022-24,11,6,18,1,2,67,5,6,8,5,2,1,0,5,18,0.333333333,0.833333333,0.5,0,0
Bruce Seals,78103,1975-78,235,996,2291,0,0,5734,430,637,1087,293,154,135,103,786,2422,0.434744653,0.675039246,0,0,0
Shea Seals,1578,1997-98,4,1,8,0,3,9,2,4,4,0,1,0,0,1,4,0.125,0.5,0,0,0
Malik Sealy,907,1992-00,493,1865,4375,158,541,11725,1067,1319,1585,816,518,157,681,1087,4955,0.426285714,0.808946171,0.292051756,0,0
Ed Searcy,78105,1975-76,4,2,6,0,0,12,2,2,0,1,0,0,0,4,6,0.333333333,1,0,0,0
Wayne See,78107,1949-50,61,113,303,0,0,0,94,135,0,143,0,0,0,147,320,0.372937294,0.696296296,0,0,0
Thabo Sefolosha,200757,2006-20,935,2068,4621,537,1555,20515,710,960,3494,1307,1010,411,819,1522,5383,0.447522181,0.739583333,0.345337621,0,0
Rony Seikaly,938,1988-99,734,3897,8119,6,34,23031,2937,4293,6817,937,481,915,2059,2505,10737,0.47998522,0.684136967,0.176470588,0,0
Glen Selbo,78109,1949-50,13,10,51,0,0,0,22,29,0,23,0,0,0,15,42,0.196078431,0.75862069,0,0,0
Josh Selby,202729,2011-13,38,31,94,3,21,296,18,25,20,34,9,0,36,24,83,0.329787234,0.72,0.142857143,0,0
Wayne Selden,1627782,2016-22,216,559,1355,174,528,4060,208,291,449,311,96,33,236,358,1500,0.412546125,0.714776632,0.329545455,0,0
Brad Sellers,78110,1986-93,457,1129,2522,6,35,7854,509,642,1153,468,154,268,381,752,2773,0.447660587,0.792834891,0.171428571,0,0
Phil Sellers,78111,1976-77,44,73,190,0,0,329,52,72,41,25,22,0,0,56,198,0.384210526,0.722222222,0,0,0
Rollie Seltz,78112,1949-50,34,93,309,0,0,0,80,104,0,64,0,0,0,72,266,0.300970874,0.769230769,0,0,0
Jim Seminoff,78114,1946-50,231,535,1737,0,0,0,437,642,0,630,0,0,0,609,1507,0.308002303,0.680685358,0,0,0
Mouhamed Sene,200754,2006-09,53,41,91,0,0,288,41,66,89,1,5,25,19,46,123,0.450549451,0.621212121,0,0,0
George Senesky,78115,1946-54,482,1279,4087,0,0,5032,897,1277,878,1553,0,0,0,982,3455,0.312943479,0.702427565,0,0,0
Alperen Sengun,1630578,2021-24,210,1218,2306,81,285,5706,615,872,1660,788,205,184,500,683,3132,0.528187337,0.705275229,0.284210526,0,0
