Name,id,Start-End,Games,FGm,FGa,FG3m,FG3a,mins,FTm,FTa,Reb,Ast,Stl,Blk,Tov,PF,Pts,FG%,FT%,FG3%,MVPs,All-Stars
Jack Dwan,76624,1948-49,60,121,380,0,0,0,34,69,0,129,0,0,0,157,276,0.318421053,0.492753623,0,0,0
Craig Dykema,76625,1981-82,32,17,37,2,4,103,7,9,12,15,2,0,7,19,43,0.459459459,0.777777778,0.5,0,0
Gene Dyker,76626,1953-54,11,6,26,0,0,91,4,8,16,5,0,0,0,21,16,0.230769231,0.5,0,0,0
Jerome Dyson,202406,2011-12,9,19,48,1,8,180,28,36,19,18,11,2,20,19,67,0.395833333,0.777777778,0.125,0,0
Ledell Eackles,289,1988-98,441,1810,4071,137,408,8917,1026,1338,979,740,249,31,600,794,4783,0.444608204,0.766816143,0.335784314,0,0
Jim Eakins,76628,1976-78,148,239,508,0,0,2150,288,342,511,177,43,83,66,337,766,0.470472441,0.842105263,0,0,0
Acie Earl,768,1993-97,240,428,1076,0,14,3012,312,471,613,81,78,154,205,412,1168,0.397769517,0.662420382,0,0,0
Ed Earle,76630,1953-54,2,1,2,0,0,12,2,4,2,0,0,0,0,0,4,0.5,0.5,0,0,0
Cleanthony Early,203921,2014-16,56,88,254,26,99,801,39,52,123,42,26,15,49,73,241,0.346456693,0.75,0.262626263,0,0
Tari Eason,1631106,2022-24,104,384,849,77,222,2247,130,178,649,115,127,66,121,240,975,0.45229682,0.730337079,0.346846847,0,0
Jerry Eaves,76632,1982-87,168,416,882,1,14,2685,299,387,208,414,85,8,251,218,1132,0.471655329,0.772609819,0.071428571,0,0
Devin Ebanks,202365,2010-13,63,82,213,8,36,711,52,72,122,24,18,12,35,56,224,0.384976526,0.722222222,0.222222222,0,0
Bill Ebben,76633,1957-58,8,6,28,0,0,50,3,4,8,4,0,0,0,5,15,0.214285714,0.75,0,0,0
Al Eberhard,76634,1974-78,220,566,1308,0,0,4138,358,449,760,175,158,35,23,544,1490,0.432721713,0.797327394,0,0,0
Ndudi Ebi,2569,2003-05,19,17,35,0,1,86,6,13,19,4,1,5,6,13,40,0.485714286,0.461538462,0,0,0
Jaime Echenique,1630693,2021-22,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
Jarell Eddie,204067,2015-18,37,26,88,19,67,227,16,17,32,5,8,1,2,6,87,0.295454545,0.941176471,0.28358209,0,0
Patrick Eddie,76635,1991-92,4,2,9,0,0,13,0,0,1,0,0,0,0,3,4,0.222222222,0,0,0,0
Thomas Eddleman,76636,1949-53,266,1240,3522,0,0,3464,741,1175,913,550,0,0,0,954,3221,0.352072686,0.630638298,0,0,0
Kent Edelin,76637,1984-85,10,4,13,0,0,143,3,8,26,10,5,4,3,39,11,0.307692308,0.375,0,0,0
Keith Edmonson,76638,1982-84,142,364,781,0,2,1553,204,279,215,90,63,20,142,207,932,0.466069142,0.731182796,0,0,0
Tyus Edney,721,1995-01,226,583,1438,65,202,4738,497,617,393,910,217,6,395,387,1728,0.4054242,0.805510535,0.321782178,0,0
Bill Edwards,76646,1993-94,3,2,18,0,5,44,2,5,14,4,3,1,4,6,6,0.111111111,0.4,0,0,0
Blue Edwards,898,1989-99,771,3202,6755,326,983,19517,1314,1680,2506,1486,771,313,1268,2066,8044,0.474019245,0.782142857,0.331637843,0,0
Carsen Edwards,1629035,2019-22,72,98,269,46,155,706,25,33,79,52,21,5,27,63,267,0.364312268,0.757575758,0.296774194,0,0
Corsley Edwards,2451,2004-05,10,10,31,0,0,110,7,12,25,3,3,4,2,19,27,0.322580645,0.583333333,0,0,0
Doug Edwards,346,1993-96,85,71,188,0,6,838,61,86,153,60,17,27,57,90,203,0.377659574,0.709302326,0,0,0
Franklin Edwards,76641,1981-88,296,738,1644,1,33,4436,325,409,300,774,249,21,398,348,1802,0.448905109,0.794621027,0.03030303,0,0
James Edwards,229,1977-96,1351,6727,13723,1,22,33133,3808,5516,7186,1702,501,1001,2279,4690,17263,0.490198936,0.69035533,0.045454545,0,0
Jay Edwards,76643,1989-90,4,3,7,0,2,26,1,3,2,4,1,0,1,4,7,0.428571429,0.333333333,0,0,0
John Edwards,2823,2004-06,65,42,94,0,0,435,15,25,67,8,6,19,20,88,99,0.446808511,0.6,0,0,0
Kessler Edwards,1630556,2021-24,174,216,535,102,298,2034,43,58,336,92,67,40,72,191,577,0.403738318,0.74137931,0.342281879,0,0
Kevin Edwards,236,1988-01,643,2707,6424,182,540,15816,1150,1430,1707,1648,851,198,1168,1056,6746,0.421388543,0.804195804,0.337037037,0,0
Rob Edwards,1630306,2021-22,2,1,4,1,4,11,0,0,3,0,0,0,1,0,3,0.25,0,0.25,0,0
Shane Edwards,202197,2013-14,2,1,3,0,0,12,0,0,2,0,0,0,1,1,2,0.333333333,0,0,0,0
Vincent Edwards,1629053,2018-19,2,1,4,1,4,16,0,0,2,0,0,0,0,0,3,0.25,0,0.25,0,0
Johnny Egan,76647,1961-72,850,2415,5619,0,0,16915,1558,1946,1540,2487,0,0,0,1679,6388,0.429791778,0.80061665,0,0,0
Lonnie Eggleston,76648,1948-49,2,1,4,0,0,0,2,3,0,1,0,0,0,3,4,0.25,0.666666667,0,0,0
Eddie Ehlers,76649,1947-49,99,286,1000,0,0,0,228,369,0,177,0,0,0,211,800,0.286,0.617886179,0,0,0
Craig Ehlo,378,1983-97,873,2977,6579,621,1684,21062,917,1330,3139,2456,989,232,1225,1695,7492,0.45250038,0.689473684,0.368764846,0,0
Dick Eichhorst,76651,1961-62,1,1,2,0,0,10,0,0,1,3,0,0,0,1,2,0.5,0,0,0,0
Howard Eisley,458,1994-06,934,2121,5293,590,1716,18419,965,1166,1534,3185,625,96,1341,1953,5797,0.400717929,0.82761578,0.343822844,0,0
Obinna Ekezie,1918,1999-05,176,197,471,0,1,1794,217,303,461,40,43,32,109,302,611,0.418259023,0.716171617,0,0,0
Khalid El-Amin,2064,2000-01,50,115,311,28,84,935,56,72,81,145,48,2,54,99,314,0.36977492,0.777777778,0.333333333,0,0
Don Eliason,76653,1946-47,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Mario Elie,53,1990-01,765,2202,4651,578,1582,19301,1520,1781,2127,1920,690,139,990,1523,6502,0.473446571,0.853453116,0.365360303,0,0
CJ Elleby,1629604,2020-22,88,146,374,44,160,1366,71,99,259,97,41,22,61,143,407,0.390374332,0.717171717,0.275,0,0
Ray Ellefson,76655,1948-51,6,1,9,0,0,0,4,4,8,0,0,0,0,8,6,0.111111111,1,0,0,0
Henry Ellenson,1627740,2016-21,102,160,421,66,184,1046,70,91,272,65,20,5,50,90,456,0.380047506,0.769230769,0.358695652,0,0
Wayne Ellington,201961,2009-22,901,2643,6427,1446,3787,19058,617,729,1916,1028,511,75,605,1057,7349,0.411233857,0.846364883,0.381832585,0,0
Bob Elliott,76656,1978-81,141,356,720,2,6,2324,266,410,502,204,69,34,233,306,980,0.494444444,0.648780488,0.333333333,0,0
Alexander Ellis,76658,1958-60,118,227,564,0,0,1873,153,220,616,86,0,0,0,201,607,0.40248227,0.695454545,0,0,0
Bo Ellis,76664,1977-80,168,236,548,0,3,1984,141,193,482,113,69,84,145,320,613,0.430656934,0.730569948,0,0,0
Harold Ellis,1677,1993-98,145,312,592,1,21,1923,215,329,291,89,159,18,111,252,840,0.527027027,0.653495441,0.047619048,0,0
Joe Ellis,76661,1966-74,524,1946,4884,0,0,10374,731,1005,2686,716,33,9,0,1397,4623,0.398443898,0.727363184,0,0,0
Keon Ellis,1631165,2022-24,73,114,248,76,180,1050,30,42,132,91,56,30,38,122,334,0.459677419,0.714285714,0.422222222,0,0
LaPhonso Ellis,111,1992-03,624,2895,6409,241,797,17613,1379,1888,4032,981,433,477,1001,1934,7410,0.451708535,0.730402542,0.30238394,0,0
LeRon Ellis,1034,1991-96,91,110,254,0,0,857,57,93,220,29,25,37,35,105,277,0.433070866,0.612903226,0,0,0
Leroy Ellis,76663,1962-76,1127,4564,10347,0,0,30120,2019,2756,9486,1544,146,151,0,2860,11147,0.441094037,0.732583454,0,0,0
Monta Ellis,101145,2005-17,891,6173,13728,799,2550,31131,2894,3738,3074,4202,1494,299,2423,2086,16039,0.449664918,0.774210808,0.313333333,0,0
Pervis Ellison,442,1989-01,474,1826,3579,1,20,11592,841,1221,3170,691,293,752,798,1493,4494,0.510198379,0.688779689,0.05,0,0
Len Elmore,600010,1976-84,505,929,2252,0,1,8384,469,656,2146,459,379,405,522,1258,2327,0.412522202,0.714939024,0,0,0
Francisco Elson,1922,2003-12,547,822,1768,3,17,8090,301,432,1852,286,244,275,403,1103,1948,0.464932127,0.696759259,0.176470588,0,0
Darrell Elston,76667,1976-77,5,2,14,0,0,40,1,2,6,2,1,0,0,6,5,0.142857143,0.5,0,0,0
Melvin Ely,2408,2002-14,405,812,1782,0,3,6312,457,729,1268,279,105,217,420,816,2081,0.455667789,0.626886145,0,0,0
Andre Emmett,2765,2004-12,14,6,13,0,1,72,8,13,8,1,2,1,3,6,20,0.461538462,0.615384615,0,0,0
Ned Endress,76669,1946-47,16,3,25,0,0,0,8,15,0,4,0,0,0,13,14,0.12,0.533333333,0,0,0
Chris Engler,76670,1982-88,236,169,407,0,0,1682,84,124,473,53,39,58,105,312,422,0.415233415,0.677419355,0,0,0
Wayne Englestad,76671,1988-89,11,11,29,0,0,50,6,10,16,7,1,0,3,12,28,0.379310345,0.6,0,0,0
A.J. English,76672,1990-92,151,617,1418,9,65,3108,259,333,315,320,57,24,203,287,1502,0.435119887,0.777777778,0.138461538,0,0
Claude English,76674,1970-71,18,11,42,0,0,70,5,7,20,6,0,0,0,15,27,0.261904762,0.714285714,0,0,0
Jojo English,76676,1992-95,50,74,178,11,32,577,20,36,54,46,18,13,46,85,179,0.415730337,0.555555556,0.34375,0,0
Kim English,203119,2012-13,41,42,112,14,50,407,21,29,37,26,16,3,19,46,119,0.375,0.724137931,0.28,0,0
Scott English,76675,1972-73,29,36,93,0,0,196,21,29,44,15,0,0,0,38,93,0.387096774,0.724137931,0,0,0
Gene Englund,76677,1949-50,92,208,548,0,0,0,304,384,0,82,0,0,0,334,720,0.379562044,0.791666667,0,0,0
Tyler Ennis,203898,2014-18,272,462,1115,105,321,3335,99,127,330,518,141,25,258,327,1128,0.414349776,0.779527559,0.327102804,0,0
James Ennis III,203516,2014-22,623,1452,3159,507,1424,12508,761,959,2011,572,385,183,472,1246,4172,0.459639126,0.793534932,0.356039326,0,0
Ray Epps,76678,1978-79,13,10,23,0,0,72,6,8,5,2,1,0,2,7,26,0.434782609,0.75,0,0,0
Semih Erden,201623,2010-12,110,163,296,0,0,1523,99,161,308,49,40,53,84,268,425,0.550675676,0.614906832,0,0,0
Bo Erias,76679,1957-58,18,59,170,0,0,401,30,47,83,26,0,0,0,52,148,0.347058824,0.638297872,0,0,0
Keith Erickson,76680,1965-77,766,3014,6926,0,0,18841,1223,1591,3448,1991,222,45,0,2081,7251,0.435171816,0.768698931,0,0,0
Evan Eschmeyer,1915,1999-03,153,158,341,0,0,2142,105,169,601,76,69,95,96,399,421,0.463343109,0.621301775,0,0,0
Jack Eskridge,76682,1948-49,46,50,138,0,0,0,28,40,0,28,0,0,0,50,128,0.362318841,0.7,0,0,0
Vincenzo Esposito,76683,1995-96,30,36,100,13,56,282,31,39,16,23,7,0,39,27,116,0.36,0.794871795,0.232142857,0,0
Drew Eubanks,1629234,2018-24,394,982,1627,23,70,6383,461,623,1864,400,154,314,364,664,2448,0.603564843,0.739967897,0.328571429,0,0
Bob Evans,76687,1949-50,47,56,200,0,0,0,30,44,0,55,0,0,0,99,142,0.28,0.681818182,0,0,0
Brian Evans,967,1996-99,190,280,734,70,208,2133,100,122,320,147,69,34,82,224,730,0.38147139,0.819672131,0.336538462,0,0
Earl Evans,76685,1979-80,36,63,140,7,18,381,24,42,75,37,14,1,36,64,157,0.45,0.571428571,0.388888889,0,0
Jacob Evans,1628980,2018-20,88,108,321,30,93,1040,50,59,107,85,27,27,61,110,296,0.336448598,0.847457627,0.322580645,0,0
Jawun Evans,1628393,2017-19,64,95,281,15,60,907,38,49,108,120,42,6,56,113,243,0.338078292,0.775510204,0.25,0,0
Jeremy Evans,202379,2010-18,250,364,640,6,26,2626,145,211,641,107,90,121,85,291,879,0.56875,0.687203791,0.230769231,0,0
Maurice Evans,2230,2001-12,710,1868,4200,562,1548,14187,574,731,1758,546,374,112,351,1227,4872,0.444761905,0.785225718,0.363049096,0,0
Mike Evans,76686,1979-88,613,1870,4146,231,759,10128,643,801,830,1556,443,51,844,1209,4614,0.451037144,0.802746567,0.304347826,0,0
Reggie Evans,2501,2002-15,930,1309,2797,1,12,17868,1261,2383,6601,517,643,128,1040,2180,3880,0.46800143,0.529164918,0.083333333,0,0
Tyreke Evans,201936,2009-19,634,3660,8348,542,1666,19030,1896,2507,2857,2976,769,231,1550,1368,9758,0.438428366,0.756282409,0.325330132,0,0
Tosan Evbuomwan,1641787,2023-24,34,72,142,24,64,734,34,50,120,32,12,10,18,46,202,0.507042254,0.68,0.375,0,0
Daniel Ewing,101137,2005-07,127,162,416,36,122,1683,71,91,158,174,69,10,107,148,431,0.389423077,0.78021978,0.295081967,0,0
Dante Exum,203957,2014-24,335,726,1673,235,698,6119,289,378,657,712,136,57,388,552,1976,0.433950986,0.764550265,0.336676218,0,0
Christian Eyenga,201963,2010-12,58,142,356,27,97,1152,26,44,151,45,40,38,53,92,337,0.398876404,0.590909091,0.278350515,0,0
Festus Ezeli,203105,2012-16,170,275,536,0,0,2394,162,291,725,63,48,166,133,328,712,0.513059701,0.556701031,0,0,0
Johnny Ezersky,76689,1947-50,245,637,2164,0,0,0,535,790,0,322,0,0,0,536,1809,0.294362292,0.67721519,0,0,0
Joe Fabel,76690,1946-47,30,25,96,0,0,0,13,26,0,2,0,0,0,64,63,0.260416667,0.5,0,0,0
John Fairchild,76691,1965-66,30,23,89,0,0,171,14,20,45,11,0,0,0,33,60,0.258426966,0.7,0,0,0
Tacko Fall,1629605,2019-22,37,37,55,0,0,228,8,25,90,6,2,30,12,32,82,0.672727273,0.32,0,0,0
Phil Farbman,76692,1948-49,96,100,326,0,0,0,110,162,0,72,0,0,0,172,310,0.306748466,0.679012346,0,0,0
Kenneth Faried,202702,2011-19,515,2346,4274,18,70,12456,1104,1689,4134,490,368,415,659,1262,5814,0.548900328,0.653641208,0.257142857,0,0
Dick Farley,76693,1954-59,211,481,1252,0,0,3822,416,594,527,386,0,0,0,429,1378,0.384185304,0.7003367,0,0,0
Jordan Farmar,200770,2006-17,504,1460,3452,583,1559,9840,385,521,958,1453,391,56,695,713,3888,0.422943221,0.738963532,0.373957665,0,0
Desmon Farmer,2824,2006-09,11,9,29,5,20,86,3,3,7,11,1,0,5,8,26,0.310344828,1,0.25,0,0
Jim Farmer,76695,1987-94,163,376,866,27,101,1910,191,261,254,149,55,6,156,222,970,0.434180139,0.731800766,0.267326733,0,0
Mike Farmer,76694,1958-66,423,1165,2965,0,0,8818,486,597,1950,550,0,0,0,840,2816,0.392917369,0.814070352,0,0,0
Tony Farmer,1108,1997-00,101,144,365,10,53,1368,234,304,327,79,76,20,91,190,532,0.394520548,0.769736842,0.188679245,0,0
Bob Faught,76696,1946-47,51,141,478,0,0,0,61,106,0,33,0,0,0,97,343,0.294979079,0.575471698,0,0,0
Vitor Faverani,203543,2013-14,37,64,147,12,40,488,24,37,128,16,14,27,41,74,164,0.43537415,0.648648649,0.3,0,0
Derrick Favors,202324,2010-22,868,3635,6823,38,192,20736,1579,2398,6020,890,606,1007,1072,2222,8887,0.532756852,0.658465388,0.197916667,0,0
Nick Fazekas,201174,2007-08,52,92,164,0,4,538,30,44,178,22,16,22,26,50,214,0.56097561,0.681818182,0,0,0
Dave Fedor,76697,1962-63,7,3,10,0,0,27,0,1,6,1,0,0,0,4,6,0.3,0,0,0,0
Bob Feerick,76698,1946-50,221,1077,2977,0,0,0,782,972,0,440,0,0,0,592,2936,0.361773598,0.804526749,0,0,0
Butch Feher,76699,1976-77,48,86,162,0,0,487,76,99,74,36,11,7,0,46,248,0.530864198,0.767676768,0,0,0
Jamie Feick,994,1996-01,270,474,1118,17,44,5788,274,440,1939,189,158,122,217,590,1239,0.423971377,0.622727273,0.386363636,0,0
Ron Feiereisel,76701,1955-56,10,8,28,0,0,59,14,16,6,6,0,0,0,9,30,0.285714286,0.875,0,0,0
George Feigenbaum,76702,1949-53,17,18,79,0,0,79,16,33,7,19,0,0,0,29,52,0.227848101,0.484848485,0,0,0
Dave Feitl,76703,1986-92,275,471,1089,0,9,3001,250,333,815,125,46,46,234,439,1192,0.432506887,0.750750751,0,0,0
Kay Felder,1627770,2016-18,74,104,298,15,60,666,57,73,77,98,24,9,62,60,280,0.348993289,0.780821918,0.25,0,0
Cristiano Felicio,1626245,2015-21,252,431,754,0,14,3554,216,321,992,183,72,50,155,358,1078,0.571618037,0.672897196,0,0,0
Carrick Felix,203467,2013-14,7,7,14,2,5,38,3,4,6,4,0,0,4,4,19,0.5,0.75,0.4,0,0
Noel Felix,101230,2005-06,12,6,25,1,3,82,5,8,13,2,2,3,8,13,18,0.24,0.625,0.333333333,0,0
Raymond Felton,101109,2005-19,1046,4532,10964,1041,3142,31566,1912,2416,3136,5721,1269,218,2229,2020,12017,0.413352791,0.791390728,0.331317632,0,0
Jake Fendley,76705,1951-53,103,86,250,0,0,1031,115,155,126,94,0,0,0,200,287,0.344,0.741935484,0,0,0
Bill Fenley,76706,1946-47,33,31,138,0,0,0,23,45,0,16,0,0,0,59,85,0.224637681,0.511111111,0,0,0
Desmond Ferguson,2724,2003-04,7,5,12,3,8,32,0,2,4,1,0,0,1,0,13,0.416666667,0,0.375,0,0
Terrance Ferguson,1628390,2017-21,204,334,827,195,583,4000,61,81,263,144,92,43,93,476,924,0.403869407,0.75308642,0.334476844,0,0
Rudy Fernandez,201164,2008-12,249,740,1853,413,1147,5965,361,430,608,554,249,40,286,369,2254,0.399352402,0.839534884,0.360069747,0,0
Bruno Fernando,1628981,2019-24,272,420,764,7,55,2736,208,317,853,181,61,138,185,433,1055,0.54973822,0.65615142,0.127272727,0,0
Eric Fernsten,76707,1975-84,255,226,520,0,0,1911,157,231,442,101,59,65,72,195,609,0.434615385,0.67965368,0,0,0
Al Ferrari,76708,1955-63,371,878,2389,0,0,7582,769,1012,830,943,0,0,0,1008,2525,0.36751779,0.759881423,0,0,0
Rolando Ferreira,76709,1988-89,12,1,18,0,0,34,7,8,13,1,0,1,6,7,9,0.055555556,0.875,0,0,0
Duane Ferrell,273,1988-99,583,1420,2961,42,146,8733,822,1096,1132,509,302,105,509,902,3704,0.479567714,0.75,0.287671233,0,0
Yogi Ferrell,1627812,2016-21,315,903,2172,366,995,6547,340,408,667,795,216,41,292,457,2512,0.415745856,0.833333333,0.367839196,0,0
Arnie Ferrin,76711,1948-51,178,381,1147,0,0,0,275,401,271,278,0,0,0,509,1037,0.332170881,0.685785536,0,0,0
Bob Ferry,76712,1959-69,634,2225,5142,0,0,12828,1330,2003,3343,906,0,0,0,1438,5780,0.432711007,0.664003994,0,0,0
Danny Ferry,198,1990-03,917,2505,5615,677,1724,18130,752,895,2550,1185,384,292,811,1964,6439,0.446126447,0.840223464,0.392691415,0,0
Kyrylo Fesenko,201178,2007-12,135,125,252,0,2,1107,55,134,269,40,19,53,66,224,305,0.496031746,0.410447761,0,0,0
Kenny Fields,76713,1984-88,232,622,1329,6,28,3575,284,382,612,249,129,49,234,517,1534,0.468021068,0.743455497,0.214285714,0,0
Landry Fields,202361,2010-15,255,684,1446,120,361,6010,243,365,1092,419,212,45,270,310,1731,0.473029046,0.665753425,0.332409972,0,0
Ron Filipek,76714,1967-68,19,18,47,0,0,73,7,14,25,7,0,0,0,12,43,0.382978723,0.5,0,0,0
Greg Fillmore,76715,1970-72,49,52,129,0,0,338,14,30,108,20,0,0,0,97,118,0.403100775,0.466666667,0,0,0
Hank Finkel,76716,1966-75,551,1125,2508,0,0,6866,540,816,2151,426,10,10,0,1090,2790,0.448564593,0.661764706,0,0,0
Danny Finn,76717,1952-55,142,382,1169,0,0,3397,278,464,548,566,0,0,0,453,1042,0.326775021,0.599137931,0,0,0
Dorian Finney-Smith,1627827,2016-24,594,1794,4175,905,2564,16713,418,575,2741,861,482,278,520,1291,4911,0.429700599,0.726956522,0.352964119,0,0
Matt Fish,900,1994-97,74,93,181,0,1,654,45,75,136,33,22,21,38,112,231,0.513812155,0.6,0,0,0
Derek Fisher,965,1996-14,1383,3904,9838,1313,3530,34798,2117,2584,2816,4021,1422,105,1576,2856,11238,0.396828624,0.819272446,0.371954674,0,0
Gerald Fitch,2809,2005-06,18,30,89,7,26,239,17,23,30,33,7,5,15,28,84,0.337078652,0.739130435,0.269230769,0,0
Malik Fitts,1630238,2020-22,33,17,41,11,22,137,0,0,37,10,0,0,4,11,45,0.414634146,0,0.5,0,0
Bob Fitzgerald,76720,1946-49,138,146,753,0,0,0,169,270,0,82,0,0,0,332,461,0.193891102,0.625925926,0,0,0
Dick Fitzgerald,76719,1946-48,61,118,498,0,0,0,41,60,0,40,0,0,0,90,277,0.236947791,0.683333333,0,0,0
Marcus Fizer,2033,2000-06,289,1103,2536,21,110,6036,555,803,1340,352,134,81,428,648,2782,0.434936909,0.691158157,0.190909091,0,0
Adam Flagler,1641745,2023-24,2,1,7,1,6,14,0,0,0,4,0,0,0,0,3,0.142857143,0,0.166666667,0,0
Jerry Fleishman,76721,1946-53,262,541,1953,0,0,882,430,674,152,429,0,0,0,607,1512,0.277009729,0.637982196,0,0,0
Al Fleming,76722,1977-78,20,15,31,0,0,97,10,17,30,7,0,5,16,16,40,0.483870968,0.588235294,0,0,0
Ed Fleming,76723,1955-60,292,862,2403,0,0,6186,787,1077,1532,544,0,0,0,688,2511,0.358718269,0.730733519,0,0,0
Vern Fleming,313,1984-96,893,3964,7954,38,210,24721,2159,2826,3012,4293,926,105,1795,2003,10125,0.498365602,0.763977353,0.180952381,0,0
Luis Flores,2784,2004-05,32,28,58,10,20,154,4,4,6,22,4,0,22,18,70,0.482758621,1,0.5,0,0
Bruce Flowers,76725,1982-83,53,110,206,0,2,699,41,53,180,47,19,12,43,99,261,0.533980583,0.773584906,0,0,0
Jonny Flynn,201938,2009-12,192,597,1510,128,383,4154,313,390,346,730,128,9,418,202,1635,0.395364238,0.802564103,0.334203655,0,0
Malachi Flynn,1630201,2020-24,282,558,1415,243,729,3910,189,255,483,537,155,31,207,310,1548,0.39434629,0.741176471,0.333333333,0,0
Mike Flynn,76727,1976-78,144,370,840,0,0,2279,156,239,304,321,98,16,75,158,896,0.44047619,0.652719665,0,0,0
Larry Fogle,76728,1975-76,2,1,5,0,0,14,0,0,3,0,1,0,0,4,2,0.2,0,0,0,0
Jack Foley,76729,1962-63,11,20,51,0,0,83,13,15,16,5,0,0,0,8,53,0.392156863,0.866666667,0,0,0
Ike Fontaine,1829,2001-02,6,3,14,1,5,76,4,6,5,4,0,0,4,6,11,0.214285714,0.666666667,0.2,0,0
Levi Fontaine,76731,1970-71,35,53,145,0,0,210,28,37,15,22,0,0,0,27,134,0.365517241,0.756756757,0,0,0
Simone Fontecchio,1631323,2022-24,184,619,1408,331,859,4054,143,176,578,244,103,54,175,282,1712,0.439630682,0.8125,0.385331781,0,0
Jeff Foote,202880,2011-12,4,2,6,0,0,39,0,0,6,0,0,1,2,5,4,0.333333333,0,0,0,0
Bryn Forbes,1627854,2016-23,506,1590,3658,842,2052,9868,417,496,811,598,188,19,353,689,4439,0.434663751,0.840725806,0.410331384,0,0
Gary Forbes,201814,2010-12,111,236,544,48,141,1504,125,178,218,103,47,10,100,133,645,0.433823529,0.702247191,0.340425532,0,0
Aleem Ford,1630758,2021-22,5,6,20,2,15,74,0,0,15,2,1,0,4,7,14,0.3,0,0.133333333,0,0
Alphonso Ford,76732,1993-95,11,16,52,1,10,114,2,4,20,10,3,0,9,7,35,0.307692308,0.5,0.1,0,0
Alton Ford,2228,2001-04,73,70,138,0,0,520,46,66,124,11,6,8,37,115,186,0.507246377,0.696969697,0,0,0
Chris Ford,76733,1972-82,875,3698,8016,126,336,24780,1040,1415,2668,3093,1267,217,936,2026,8562,0.461327345,0.734982332,0.375,0,0
Don Ford,76734,1975-82,547,1444,3102,2,10,10300,434,556,1876,712,296,160,347,1135,3324,0.465506125,0.78057554,0.2,0,0
Jake Ford,76735,1970-72,31,42,91,0,0,249,42,55,20,35,0,0,0,32,126,0.461538462,0.763636364,0,0,0
Jordan Ford,1630259,2023-24,6,4,7,2,3,22,2,2,2,2,0,0,1,0,12,0.571428571,1,0.666666667,0,0
Phil Ford,76736,1978-85,559,2341,5005,26,128,15113,1410,1725,957,3373,641,32,1460,1459,6118,0.467732268,0.817391304,0.203125,0,0
Sharrod Ford,101213,2005-06,3,2,3,0,0,13,0,0,3,0,0,1,2,7,4,0.666666667,0,0,0,0
Sherell Ford,726,1995-96,28,30,80,4,25,139,26,34,24,5,8,1,6,27,90,0.375,0.764705882,0.16,0,0
T.J. Ford,2551,2003-12,429,1829,4223,127,439,11885,1012,1242,1331,2495,496,55,1047,972,4797,0.433104428,0.814814815,0.28929385,0,0
Donnie Forman,76738,1948-49,44,68,231,0,0,0,43,67,0,74,0,0,0,94,179,0.294372294,0.641791045,0,0,0
Bayard Forrest,76739,1977-79,139,229,510,0,0,2130,111,218,565,296,52,71,191,256,569,0.449019608,0.509174312,0,0,0
Trent Forrest,1630235,2020-24,151,167,376,12,65,1759,72,87,231,281,57,15,104,107,418,0.444148936,0.827586207,0.184615385,0,0
Joseph Forte,2218,2001-03,25,11,47,0,6,123,8,10,17,17,6,0,13,7,30,0.234042553,0.8,0,0,0
Courtney Fortson,202622,2011-12,20,22,64,6,26,190,20,30,30,20,6,0,20,10,70,0.34375,0.666666667,0.230769231,0,0
Danny Fortson,1504,1997-07,440,1196,2534,2,12,8835,1221,1556,3184,301,182,94,655,1553,3615,0.471981058,0.78470437,0.166666667,0,0
Fred Foster,76740,1968-77,590,1849,4475,0,0,10025,764,1056,1426,662,57,8,0,1123,4462,0.413184358,0.723484848,0,0,0
Greg Foster,323,1990-03,777,1252,2820,27,116,9419,517,699,2033,411,112,236,561,1462,3048,0.443971631,0.73962804,0.232758621,0,0
Jeff Foster,1902,1999-12,764,1472,2961,7,54,15746,796,1295,5248,703,507,308,613,1921,3747,0.497129348,0.614671815,0.12962963,0,0
Rod Foster,76742,1983-86,207,631,1434,72,242,3446,228,297,258,479,137,10,286,441,1562,0.440027894,0.767676768,0.297520661,0,0
Michael Foster Jr.,1630701,2022-23,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
Antonis Fotsis,2238,2001-02,28,42,104,7,23,317,17,20,62,10,9,11,21,22,108,0.403846154,0.85,0.304347826,0,0
Evan Fournier,203095,2012-24,778,3773,8585,1509,4044,21354,1491,1867,2064,1952,691,134,1177,1792,10546,0.439487478,0.798607392,0.373145401,0,0
Jerry Fowler,76745,1951-52,6,4,13,0,0,41,1,4,10,2,0,0,0,9,9,0.307692308,0.25,0,0,0
Tremaine Fowlkes,1762,2001-05,103,105,257,4,20,1233,87,110,228,54,47,6,50,146,301,0.408560311,0.790909091,0.2,0,0
Harold Fox,76746,1972-73,10,12,32,0,0,84,7,8,8,10,0,0,0,7,31,0.375,0.875,0,0,0
Jim Fox,76747,1967-77,955,3349,7078,0,0,22452,2207,2911,7286,1482,151,79,0,2631,8905,0.473156259,0.758158708,0,0,0
Rick Fox,296,1991-04,930,3382,7519,771,2208,23720,1431,1858,3517,2649,967,355,1611,2739,8966,0.449793856,0.770182992,0.349184783,0,0
